age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
43,Self-emp-not-inc,161513,Masters,14,Never-married,Exec-managerial,Husband,White,Female,122.80926995781547,67.2589898977225,27,Cuba,0
38,Private,297190,HS-grad,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,836.6124094229561,29.88917088990291,39,El-Salvador,0
45,Local-gov,86680,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,728.6899082017843,0.9101182794652468,43,El-Salvador,0
63,Local-gov,133452,Masters,14,Married-civ-spouse,Craft-repair,Wife,Black,Female,2169.5405114509917,201.96703551873014,32,Canada,1
19,Local-gov,101044,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,599.8133115089176,50.303861064953914,26,Japan,0
60,Local-gov,277847,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,533.667044570587,152.57295697679874,27,Philippines,0
18,Local-gov,225156,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,1251.658792381089,148.65733725033166,46,France,0
68,Self-emp-not-inc,215261,Bachelors,13,Never-married,Prof-specialty,Wife,Black,Female,80.58983787371176,4.454424622201509,22,Canada,0
53,Local-gov,194582,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Female,58.734956354501804,172.35810650508344,36,El-Salvador,0
68,Self-emp-not-inc,140502,Bachelors,13,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,703.0314678532011,34.12907595699865,24,India,1
43,Private,72152,Masters,14,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,93.24704203535818,184.03039533084,57,Japan,1
46,Local-gov,134738,Masters,14,Never-married,Craft-repair,Husband,White,Male,2799.0383294742005,67.76123423821471,28,Canada,1
38,Private,207517,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,1062.0139944198174,89.54860292627987,25,Philippines,0
28,Self-emp-not-inc,257760,HS-grad,9,Never-married,Prof-specialty,Wife,White,Female,1400.995995042359,10.688453894190364,27,United-Kingdom,0
57,Self-emp-not-inc,252225,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,259.9018916320326,47.68896370718198,45,United-States,1
28,Private,182267,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,681.2706492776318,353.6818991715331,39,El-Salvador,1
53,Local-gov,154533,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,143.69278370137542,260.2211117019032,45,China,0
66,Local-gov,241021,HS-grad,9,Divorced,Prof-specialty,Wife,Black,Female,227.03068350032765,515.0126922118274,22,Germany,0
56,Private,75433,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,839.8132218966505,71.37900647594304,44,India,0
57,Private,186377,Masters,14,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,328.38259426020363,170.52565315006066,34,Japan,1
52,Private,239932,Bachelors,13,Divorced,Prof-specialty,Wife,White,Female,2490.460159838501,60.705947812201146,30,Japan,0
51,Local-gov,254685,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Female,5348.130823316485,283.70426804325865,51,China,1
64,Local-gov,98648,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,3.934415794573945,426.80196503246054,51,United-States,0
41,Local-gov,244162,HS-grad,9,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,1423.3684683871425,210.20378519408922,25,Italy,0
39,Private,277993,Masters,14,Never-married,Prof-specialty,Husband,Black,Female,122.54717066299685,97.06499438839506,21,United-Kingdom,0
22,Local-gov,92113,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,854.7793143268728,450.5681094026108,42,Canada,1
50,Self-emp-not-inc,296602,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,259.39728270123084,411.9214420109668,48,Japan,1
53,Private,153504,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,3348.811671722836,64.45076318166214,26,Italy,1
64,Local-gov,180431,Masters,14,Divorced,Exec-managerial,Husband,White,Female,2085.9183820108033,36.207724368216596,49,Canada,1
37,Private,223714,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,904.8512101079779,20.75418244751616,35,Philippines,1
36,Self-emp-not-inc,83062,Masters,14,Never-married,Exec-managerial,Husband,White,Male,193.60489440376145,113.0141397396929,20,Japan,1
52,Self-emp-not-inc,121633,Masters,14,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,1526.3902206198038,3.5417510802780106,32,Germany,0
69,Private,285788,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,734.5902423939962,144.31941994143054,55,Germany,1
60,Private,91604,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,945.6246781380347,5.26841935054396,20,Japan,0
34,Self-emp-not-inc,291201,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,1265.6468864463031,30.83909530221663,41,Canada,0
62,Private,187750,HS-grad,9,Never-married,Prof-specialty,Wife,White,Female,538.4229546863821,68.91497557666327,56,India,0
60,Self-emp-not-inc,82121,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,7.769085431907233,10.251227717457082,48,United-States,1
51,Self-emp-not-inc,229575,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,452.8266277847692,3.6972817646089595,35,France,1
26,Local-gov,175015,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,533.7977617913309,65.35464580514044,28,Canada,1
43,Private,136940,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,457.16706634163137,217.8212582569929,44,Japan,1
19,Private,252351,Masters,14,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,1778.18150787622,52.477990918464215,57,United-States,1
26,Local-gov,66494,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,403.99451509240754,22.349279252382633,41,United-States,0
26,Self-emp-not-inc,288151,Masters,14,Never-married,Craft-repair,Not-in-family,Black,Male,538.4320727410366,52.4841186401541,21,El-Salvador,1
57,Private,225257,Masters,14,Divorced,Prof-specialty,Wife,White,Male,63.5825401520034,128.24190634512306,20,United-Kingdom,0
34,Local-gov,190750,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,1261.806178416398,4.2242418017964605,29,El-Salvador,0
18,Local-gov,218704,Bachelors,13,Divorced,Prof-specialty,Wife,White,Male,242.60516016394166,3.122800694968514,54,Philippines,0
42,Private,96235,Masters,14,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,267.89453911587907,62.135123443555784,43,United-Kingdom,1
60,Local-gov,182720,Bachelors,13,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,883.9546359230185,112.91567597478564,43,China,1
57,Self-emp-not-inc,131213,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,4107.640236238403,95.12890050223363,29,United-States,1
59,Local-gov,295294,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,527.8779911061522,101.56174680477015,57,Canada,1
42,Self-emp-not-inc,269373,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,396.24405022455073,18.118371102031624,39,India,0
56,Self-emp-not-inc,248989,HS-grad,9,Divorced,Prof-specialty,Husband,Black,Male,36.87798010190789,77.37832315042229,31,France,0
52,Private,66489,Masters,14,Divorced,Exec-managerial,Husband,Black,Female,1548.2199136547981,47.469097389528805,42,Japan,1
20,Local-gov,127281,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,302.84642495656504,11.709056623176373,42,India,0
67,Self-emp-not-inc,186890,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,1464.6450737102757,13.703771879075994,28,Italy,1
54,Self-emp-not-inc,158190,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Male,331.65549146552723,103.6605323651965,23,China,1
61,Local-gov,174613,Masters,14,Never-married,Prof-specialty,Husband,White,Male,30.344740291406797,315.16994713960787,48,France,1
61,Self-emp-not-inc,214221,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Female,689.5767815006511,11.238484682096459,46,Italy,1
68,Local-gov,208384,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,2365.0781166391694,68.29799090735588,48,Italy,1
47,Private,218196,Bachelors,13,Never-married,Prof-specialty,Wife,Black,Female,236.47075026796938,28.492112435698697,23,Japan,0
55,Self-emp-not-inc,154222,Masters,14,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,167.14151814180684,33.07402199090083,21,El-Salvador,0
51,Self-emp-not-inc,51316,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,204.30295552038652,25.41883253963969,26,El-Salvador,0
29,Local-gov,252062,Bachelors,13,Divorced,Exec-managerial,Wife,Black,Male,1172.0754810739743,78.8978752384743,53,Germany,1
36,Local-gov,110046,HS-grad,9,Never-married,Craft-repair,Husband,Black,Female,457.9122940820883,5.838467043830023,31,France,0
54,Local-gov,128643,Bachelors,13,Never-married,Exec-managerial,Husband,Black,Female,295.79600729209136,135.67254260642898,46,Germany,0
61,Local-gov,250682,HS-grad,9,Divorced,Craft-repair,Wife,Black,Female,412.0329440407189,93.32587618029599,41,Philippines,0
66,Self-emp-not-inc,267796,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Male,369.75423319995764,48.585822212571124,34,Canada,1
34,Private,294187,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,784.7737374102896,24.57090883757263,29,United-Kingdom,0
27,Private,147504,HS-grad,9,Divorced,Craft-repair,Husband,Black,Male,143.1010812619469,76.85591560510383,54,El-Salvador,0
66,Private,165594,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,710.7438672554092,310.44933706042804,59,Canada,1
64,Private,114042,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,373.6006479547781,123.13650476295783,39,Mexico,1
29,Local-gov,286997,Bachelors,13,Never-married,Craft-repair,Husband,Black,Female,2697.577509177212,32.76095196951946,51,China,0
33,Self-emp-not-inc,296422,Masters,14,Never-married,Craft-repair,Wife,White,Male,547.8639326984136,135.83595564517947,39,Canada,1
41,Self-emp-not-inc,178295,Bachelors,13,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,105.37105417933543,70.12618218582102,24,Germany,0
36,Self-emp-not-inc,204174,Masters,14,Divorced,Craft-repair,Wife,White,Male,2712.192193574727,4.920877288690292,48,France,1
25,Local-gov,164430,Bachelors,13,Never-married,Craft-repair,Wife,Black,Female,2772.590900357461,96.11210372961014,46,India,1
48,Self-emp-not-inc,288030,HS-grad,9,Never-married,Prof-specialty,Wife,White,Female,192.9712451582729,26.64355862172431,45,France,0
38,Local-gov,175782,Masters,14,Married-civ-spouse,Craft-repair,Wife,White,Female,1695.1291325829598,52.70547083500017,30,El-Salvador,1
34,Self-emp-not-inc,213029,Masters,14,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,1980.0729529022572,65.09838683248582,48,United-Kingdom,1
40,Private,193944,Masters,14,Married-civ-spouse,Craft-repair,Wife,White,Female,439.4300954738987,160.59832809532932,39,Canada,1
54,Local-gov,100094,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,173.75894112997753,86.7663493271822,25,Philippines,0
33,Self-emp-not-inc,97719,Bachelors,13,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,1601.7109161200676,41.56615376331196,27,El-Salvador,1
23,Private,254957,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Female,28.714430704859062,107.07498707532307,21,United-States,0
25,Private,171103,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,966.0259750821543,21.331089988911792,46,Japan,0
42,Private,178826,HS-grad,9,Never-married,Exec-managerial,Husband,Black,Male,418.51249922089636,173.0435076965475,57,Italy,0
35,Local-gov,200765,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,906.4066040573406,22.4933014782099,39,India,1
42,Local-gov,100478,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Male,1555.174708354538,81.76493536095225,49,United-Kingdom,0
29,Self-emp-not-inc,279235,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,1764.56198613959,22.957436460508283,48,Mexico,1
32,Private,93677,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,6480.729956393481,39.387705021977396,21,Cuba,1
43,Self-emp-not-inc,241084,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,1022.2774103099237,54.902686909654676,34,El-Salvador,0
58,Self-emp-not-inc,191832,Masters,14,Never-married,Craft-repair,Not-in-family,Black,Female,252.91236706003423,45.7947852729431,52,India,0
62,Private,61584,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,323.1052344041218,271.6080554443499,30,Japan,1
43,Self-emp-not-inc,52106,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,572.9582943742685,25.294671951810827,59,Mexico,0
64,Local-gov,194741,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,1886.9757729570447,19.86336822399872,43,United-Kingdom,1
49,Self-emp-not-inc,75223,Masters,14,Divorced,Exec-managerial,Husband,White,Female,457.0558566140525,72.88496788984685,34,Mexico,1
27,Private,241738,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,1165.6176990531187,297.42838057757893,24,Japan,1
33,Local-gov,85706,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,46.13583293630089,69.98270541958279,28,Canada,0
24,Local-gov,249091,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Female,562.2206339383748,320.33587648493994,23,France,0
34,Self-emp-not-inc,242657,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,182.75300034291178,21.115989772366234,46,United-Kingdom,0
40,Self-emp-not-inc,208554,HS-grad,9,Never-married,Prof-specialty,Wife,White,Male,2787.7909304768395,1.0309338801217651,23,Canada,1
43,Local-gov,110369,Masters,14,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,1567.506841370816,36.08912553808993,56,Philippines,1
38,Self-emp-not-inc,215215,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,149.35971280037313,101.6659597090808,32,Mexico,0
39,Private,205312,Masters,14,Divorced,Craft-repair,Husband,White,Female,513.9159613255823,89.66106853519442,40,Japan,1
24,Self-emp-not-inc,60015,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,84.02498907748249,27.670845646652143,30,India,0
31,Self-emp-not-inc,132164,Bachelors,13,Divorced,Craft-repair,Wife,Black,Male,1372.6229680818508,108.34502693087033,31,Japan,1
32,Local-gov,244095,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,212.40829291090924,177.34127095334105,33,China,1
24,Self-emp-not-inc,101500,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,1631.346048425982,116.21796647579885,55,El-Salvador,0
26,Self-emp-not-inc,113925,Masters,14,Married-civ-spouse,Craft-repair,Wife,Black,Female,76.90550687587218,130.14296545022097,32,Mexico,0
68,Self-emp-not-inc,140979,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,850.871628759708,36.76012575928175,24,China,1
65,Private,146355,Masters,14,Never-married,Exec-managerial,Husband,Black,Female,937.0068576665853,75.3339555000051,40,India,1
25,Self-emp-not-inc,261668,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Female,406.96834221422085,4.364400773484892,28,United-Kingdom,0
67,Private,274045,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,179.3757673278913,44.485272357799374,52,Japan,1
40,Private,230703,HS-grad,9,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,391.309564916951,169.1313871454477,36,France,0
46,Private,257262,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,684.2107413078554,156.1169746942859,46,Cuba,1
35,Private,244724,Masters,14,Divorced,Prof-specialty,Wife,White,Male,3477.246521158133,282.6834406630214,20,El-Salvador,1
48,Local-gov,232159,Masters,14,Never-married,Craft-repair,Not-in-family,Black,Female,592.2921011505912,346.6159109856004,24,India,0
47,Private,260861,Bachelors,13,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,209.95815812305761,359.9862386255778,31,Canada,1
69,Self-emp-not-inc,104909,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,26.22717392776883,17.1240738959135,44,Mexico,1
56,Private,61565,Masters,14,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,8.263480808571794,12.855362470680747,44,India,1
52,Self-emp-not-inc,77597,HS-grad,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,539.1187689233378,208.0099927461473,31,Mexico,0
35,Private,274376,Masters,14,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,351.416372310712,48.31091517612712,30,Canada,0
59,Local-gov,115623,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,122.26021482681016,44.18957695372812,49,United-States,1
56,Private,190504,Masters,14,Never-married,Prof-specialty,Husband,White,Female,188.95398809346224,76.2866553851171,46,Cuba,0
34,Private,124300,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,430.63829007802974,60.040840365754576,36,China,0
31,Local-gov,246786,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,1160.3711726753604,25.236704737835158,49,United-Kingdom,0
48,Private,141837,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,940.5525633880247,186.18327869425292,22,United-States,1
41,Self-emp-not-inc,99314,Masters,14,Never-married,Exec-managerial,Husband,Black,Male,83.33305654190103,239.97683947412457,30,Cuba,0
52,Private,282016,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,154.3483453055894,137.63692477765716,52,France,1
61,Private,91965,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,2390.3566139274044,4.926600095536004,28,United-Kingdom,1
62,Private,147449,HS-grad,9,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,73.7340064470825,12.546859087281732,37,Germany,1
51,Local-gov,265340,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,221.7355229195815,42.46649001809155,20,United-States,0
20,Private,117957,Bachelors,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,382.640843677948,81.35316764328168,25,Italy,0
54,Private,224787,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,261.51940955152384,94.03646704638116,53,Germany,1
60,Self-emp-not-inc,234522,HS-grad,9,Divorced,Exec-managerial,Wife,White,Male,343.6717629050005,10.535523825480082,24,Mexico,0
57,Private,267134,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,1300.9993443752835,322.49254405677743,22,China,1
43,Private,242974,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99.8348554839061,75.41089291705616,45,Philippines,1
40,Private,78317,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,434.22483452140114,56.518865223125204,56,United-Kingdom,0
61,Private,169191,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,946.052477697212,21.21020333498694,59,India,0
56,Self-emp-not-inc,116753,Bachelors,13,Divorced,Exec-managerial,Husband,White,Male,50.07398825641861,301.2745860602546,25,Philippines,1
32,Self-emp-not-inc,85242,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,45.305653411667535,59.31133289488425,30,Canada,0
66,Local-gov,182001,Bachelors,13,Divorced,Craft-repair,Husband,White,Female,690.2862522951687,12.5320010539192,30,Cuba,1
21,Private,156262,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,2300.8321150532674,95.28636927042524,59,Germany,1
46,Local-gov,149806,Bachelors,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,588.3700433943924,43.10174859122093,57,Canada,1
39,Local-gov,148724,Masters,14,Divorced,Prof-specialty,Husband,Black,Female,521.9618353889787,165.02409956710804,35,France,0
42,Private,63580,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,10.209735901901567,78.84819359335799,39,El-Salvador,0
30,Self-emp-not-inc,295216,HS-grad,9,Divorced,Exec-managerial,Wife,White,Female,1319.4262400268776,11.171309875705568,39,United-Kingdom,0
35,Self-emp-not-inc,154134,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,179.2285195530433,138.87192685602236,45,Italy,1
50,Private,145967,HS-grad,9,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,1198.964201390757,36.33638508393223,54,Mexico,0
33,Private,70742,HS-grad,9,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,428.48749126941226,52.46609007373482,59,China,0
62,Self-emp-not-inc,67833,Bachelors,13,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,46.03192011812217,149.45224777817654,44,Japan,0
59,Private,146421,Bachelors,13,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,397.3491975907422,11.255655470141306,49,France,1
61,Private,121347,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,1077.5173696228617,380.6725861774941,59,India,0
19,Private,124155,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,1462.478691588963,121.09514941629271,44,United-States,1
52,Self-emp-not-inc,139791,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,1009.3497263773163,21.392834136011658,29,Japan,0
59,Local-gov,271580,HS-grad,9,Never-married,Craft-repair,Husband,Black,Male,1241.5389324009814,5.9882932497183345,54,Italy,1
51,Local-gov,194599,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,269.07509187408766,78.64375141917922,46,United-States,0
47,Private,239211,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,3359.523309524992,47.68396644791174,23,Germany,1
30,Self-emp-not-inc,164527,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Black,Male,257.3604507873281,2.99488792157752,35,Mexico,0
30,Private,279482,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,186.44895898800246,93.96073439269105,48,Japan,0
35,Self-emp-not-inc,250657,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,287.43109508828366,36.92513798021453,54,Germany,0
49,Private,91057,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,3577.5233394033326,38.858237859465675,40,United-Kingdom,1
49,Self-emp-not-inc,248511,Bachelors,13,Never-married,Exec-managerial,Wife,White,Female,67.15914765749058,17.69422154347933,50,China,1
52,Self-emp-not-inc,299330,Masters,14,Never-married,Prof-specialty,Wife,White,Male,1484.7688402688777,15.126282076033615,38,India,1
56,Local-gov,94261,Masters,14,Never-married,Exec-managerial,Husband,White,Female,111.25172726947504,15.588453816192875,57,Germany,1
63,Private,251984,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Female,1484.0899836938413,217.20833011345619,51,France,0
69,Local-gov,181114,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,324.3793203892293,76.15928244035968,23,United-Kingdom,1
46,Local-gov,72769,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,1296.9040274078347,63.37959123248164,33,Japan,1
66,Self-emp-not-inc,248185,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,50.24184612343762,121.89773510053531,20,India,1
46,Private,258990,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,407.36002286091247,38.53209629010461,59,Philippines,0
61,Self-emp-not-inc,72449,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,624.7868774524043,172.7233541801328,38,India,1
33,Self-emp-not-inc,219725,Bachelors,13,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,20.891789304591356,21.96441171732334,51,Japan,0
61,Self-emp-not-inc,209931,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,199.4860428336623,162.28450306790478,27,Philippines,0
64,Private,189648,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,184.8825888541383,5.767920853486792,24,Canada,0
27,Private,226946,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,656.6257075469314,17.059786529157762,27,El-Salvador,1
47,Self-emp-not-inc,258271,Masters,14,Never-married,Prof-specialty,Husband,White,Male,142.91587404601484,223.1703061520514,25,Philippines,0
42,Private,86345,HS-grad,9,Never-married,Exec-managerial,Husband,White,Female,3779.679033107099,11.542025084959375,54,Cuba,1
56,Self-emp-not-inc,167926,Bachelors,13,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,2179.7464805648765,28.17760683991904,30,Germany,1
37,Private,295518,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,254.0362029643084,4.36353235656932,32,El-Salvador,1
22,Private,251852,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Female,266.84729930495894,91.29576319517602,44,Canada,0
18,Local-gov,174576,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,2945.5619434657656,39.70666308980473,48,United-States,1
47,Self-emp-not-inc,281510,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,356.02406068062766,100.37201111369451,39,El-Salvador,0
66,Local-gov,119428,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,550.4138467669516,8.968465035476562,54,Canada,1
20,Local-gov,273720,Bachelors,13,Divorced,Prof-specialty,Husband,White,Male,1208.91624266352,50.27010039600116,45,United-Kingdom,1
62,Self-emp-not-inc,54321,Masters,14,Divorced,Prof-specialty,Husband,Black,Male,421.65030416129656,46.47013319327076,39,Philippines,1
31,Self-emp-not-inc,55776,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,2327.459757412246,76.96653432188894,58,United-Kingdom,1
47,Private,289960,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,889.2502187607241,34.96045133763953,25,China,0
67,Self-emp-not-inc,66119,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,837.5623668806782,418.3555235708689,36,Canada,1
21,Local-gov,211641,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,808.0989665121068,37.984189882316585,46,France,0
35,Local-gov,180078,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,118.8367122624761,119.19494712857588,38,Cuba,1
54,Self-emp-not-inc,219668,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,1562.7540903744105,45.61801644551194,51,Italy,0
42,Local-gov,102967,Bachelors,13,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,848.8976298219261,76.27845370302457,42,France,1
65,Private,214135,HS-grad,9,Never-married,Exec-managerial,Husband,Black,Female,55.00456787487454,25.70468037934029,57,Mexico,0
18,Local-gov,279789,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,1899.525926534423,18.969814285123594,50,Japan,0
63,Private,203412,Masters,14,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,1307.3285177581502,358.9639116382061,35,Cuba,1
32,Local-gov,125723,Masters,14,Never-married,Craft-repair,Not-in-family,Black,Female,340.9269963133948,77.85727672953689,22,Philippines,0
